date,product_id,product_name,price,demand,day_of_week,discount,rating,sentiment_score,competitor_price
2024-06-03,P1,Wireless Earbuds,271.7,46,Monday,20,3.97,0.37,290.93
2024-01-01,P1,Wireless Earbuds,309.29,5,Monday,10,4.26,0.6,327.5
2024-06-16,P1,Wireless Earbuds,259.41,123,Sunday,20,4.97,1.01,289.24
2024-10-01,P1,Wireless Earbuds,303.42,5,Tuesday,10,3.54,0.09,279.0
2023-08-15,P1,Wireless Earbuds,259.83,69,Tuesday,20,4.88,0.84,247.62
2024-07-25,P1,Wireless Earbuds,295.91,26,Thursday,15,4.48,0.61,319.99
2024-08-10,P1,Wireless Earbuds,282.03,11,Saturday,15,3.67,0.03,266.69
2024-02-21,P1,Wireless Earbuds,262.33,60,Wednesday,20,4.61,0.68,286.65
2024-10-23,P1,Wireless Earbuds,341.15,5,Wednesday,0,4.97,1.01,339.43
2024-12-24,P1,Wireless Earbuds,270.01,98,Tuesday,20,4.53,0.6,259.52
2023-05-04,P1,Wireless Earbuds,341.02,5,Thursday,0,4.46,0.68,327.77
2023-05-23,P1,Wireless Earbuds,250.72,110,Tuesday,20,4.48,0.74,238.96
2023-07-26,P1,Wireless Earbuds,318.88,5,Wednesday,5,3.5,-0.07,341.34
2023-12-20,P1,Wireless Earbuds,277.72,48,Wednesday,15,4.12,0.47,255.45
2024-02-28,P1,Wireless Earbuds,328.35,5,Wednesday,5,4.56,0.8,305.99
2024-03-01,P1,Wireless Earbuds,306.96,12,Friday,10,4.94,1.01,278.04
2024-05-22,P1,Wireless Earbuds,309.0,5,Wednesday,10,4.56,0.71,285.75
2024-04-09,P1,Wireless Earbuds,316.28,5,Tuesday,0,3.95,0.32,314.4
2023-08-10,P1,Wireless Earbuds,317.35,5,Thursday,0,4.78,0.89,341.52
2024-09-13,P1,Wireless Earbuds,345.58,5,Friday,0,4.3,0.6,353.15
2024-07-29,P1,Wireless Earbuds,316.56,5,Monday,5,3.88,0.2,326.09
2024-11-14,P1,Wireless Earbuds,338.03,5,Thursday,0,3.55,0.11,339.55
2024-10-20,P1,Wireless Earbuds,304.3,18,Sunday,5,4.92,0.94,284.54
2024-05-19,P1,Wireless Earbuds,268.91,45,Sunday,20,3.7,0.08,279.5
2023-12-13,P1,Wireless Earbuds,331.09,5,Wednesday,0,3.61,0.02,339.14
2024-07-26,P1,Wireless Earbuds,284.39,5,Friday,15,3.86,0.23,308.83
2024-02-28,P1,Wireless Earbuds,296.24,5,Wednesday,10,4.39,0.6,294.7
2023-02-18,P1,Wireless Earbuds,322.48,5,Saturday,0,3.66,0.08,294.68
2023-11-14,P1,Wireless Earbuds,308.16,5,Tuesday,5,4.1,0.31,334.07
2024-07-06,P1,Wireless Earbuds,319.32,5,Saturday,0,4.26,0.58,310.03
2024-10-20,P1,Wireless Earbuds,286.76,36,Sunday,10,4.09,0.38,273.24
2023-11-28,P1,Wireless Earbuds,271.15,83,Tuesday,20,3.96,0.37,277.62
2024-10-19,P1,Wireless Earbuds,319.32,5,Saturday,5,4.49,0.58,337.34
2024-02-16,P1,Wireless Earbuds,293.28,38,Friday,15,3.98,0.37,287.53
2023-07-21,P1,Wireless Earbuds,326.0,5,Friday,5,4.25,0.43,331.92
2024-12-13,P1,Wireless Earbuds,320.53,5,Friday,0,4.46,0.69,300.85
2023-12-16,P1,Wireless Earbuds,299.71,5,Saturday,5,3.94,0.29,295.03
2023-12-23,P1,Wireless Earbuds,273.96,100,Saturday,20,4.2,0.53,256.93
2023-04-17,P1,Wireless Earbuds,311.48,5,Monday,5,4.31,0.61,286.13
2023-01-30,P1,Wireless Earbuds,273.06,29,Monday,15,4.18,0.47,266.11
2023-03-16,P1,Wireless Earbuds,310.46,5,Thursday,5,4.09,0.4,282.11
2023-10-17,P1,Wireless Earbuds,279.19,99,Tuesday,15,4.84,0.86,257.74
2024-03-02,P1,Wireless Earbuds,295.1,44,Saturday,10,4.52,0.7,283.78
2024-11-18,P1,Wireless Earbuds,283.68,25,Monday,15,3.66,0.04,287.26
2024-07-10,P1,Wireless Earbuds,269.25,73,Wednesday,15,4.89,0.91,251.78
2024-07-16,P1,Wireless Earbuds,308.76,5,Tuesday,5,4.23,0.41,287.58
2023-05-04,P1,Wireless Earbuds,263.94,118,Thursday,20,4.99,1.0,260.59
2023-03-18,P1,Wireless Earbuds,311.65,5,Saturday,10,4.08,0.35,305.02
2023-11-01,P1,Wireless Earbuds,265.98,113,Wednesday,20,4.75,0.82,281.69
2024-07-07,P1,Wireless Earbuds,307.14,5,Sunday,5,3.59,0.03,288.82
2024-08-26,P1,Wireless Earbuds,263.05,86,Monday,20,4.23,0.47,270.62
2023-09-30,P1,Wireless Earbuds,309.22,5,Saturday,10,4.35,0.59,316.63
2023-10-11,P1,Wireless Earbuds,263.99,62,Wednesday,20,3.84,0.32,266.57
2023-04-27,P1,Wireless Earbuds,321.02,5,Thursday,5,4.8,0.8,323.03
2023-07-03,P1,Wireless Earbuds,280.27,61,Monday,15,4.95,1.06,252.34
2024-10-27,P1,Wireless Earbuds,280.77,57,Sunday,15,4.38,0.56,302.58
2023-08-04,P1,Wireless Earbuds,298.15,5,Friday,10,4.37,0.65,297.69
2024-12-31,P1,Wireless Earbuds,312.66,5,Tuesday,5,4.39,0.65,318.79
2023-04-26,P1,Wireless Earbuds,262.9,88,Wednesday,20,4.84,0.81,283.72
2023-11-19,P1,Wireless Earbuds,283.74,81,Sunday,10,3.83,0.27,312.03
2023-10-04,P1,Wireless Earbuds,290.4,38,Wednesday,15,3.82,0.3,277.13
2023-10-30,P1,Wireless Earbuds,312.75,10,Monday,10,4.74,0.79,323.36
2024-07-02,P1,Wireless Earbuds,272.33,84,Tuesday,20,4.49,0.71,288.46
2024-11-06,P1,Wireless Earbuds,301.22,5,Wednesday,10,4.23,0.4,276.54
2023-12-24,P1,Wireless Earbuds,293.28,21,Sunday,10,4.71,0.9,269.94
2023-10-17,P1,Wireless Earbuds,278.38,91,Tuesday,20,3.95,0.21,279.73
2024-10-17,P1,Wireless Earbuds,270.63,72,Thursday,15,4.5,0.61,283.23
2023-10-17,P1,Wireless Earbuds,306.92,5,Tuesday,10,4.11,0.49,332.67
2023-11-17,P1,Wireless Earbuds,335.12,5,Friday,0,4.41,0.58,363.86
2023-11-09,P1,Wireless Earbuds,319.59,5,Thursday,0,4.25,0.49,342.91
2024-07-17,P1,Wireless Earbuds,286.75,57,Wednesday,15,4.57,0.78,271.26
2024-02-12,P1,Wireless Earbuds,270.56,17,Monday,15,3.91,0.27,287.08
2023-12-20,P1,Wireless Earbuds,290.96,5,Wednesday,10,3.65,0.04,285.11
2023-06-03,P1,Wireless Earbuds,307.64,5,Saturday,5,3.59,0.13,320.06
2024-10-12,P1,Wireless Earbuds,326.71,5,Saturday,0,4.76,0.81,312.94
2024-09-03,P1,Wireless Earbuds,326.12,5,Tuesday,5,4.86,0.89,322.15
2024-12-29,P1,Wireless Earbuds,303.53,54,Sunday,5,4.81,0.81,288.79
2024-06-19,P1,Wireless Earbuds,270.16,107,Wednesday,15,4.92,0.9,280.72
2023-10-20,P1,Wireless Earbuds,302.5,5,Friday,5,4.08,0.46,302.42
2023-12-21,P1,Wireless Earbuds,318.39,5,Thursday,5,3.5,0.07,334.64
2023-04-10,P1,Wireless Earbuds,305.72,5,Monday,5,4.21,0.55,315.16
2023-04-10,P1,Wireless Earbuds,272.34,66,Monday,20,4.09,0.48,244.5
2023-11-22,P1,Wireless Earbuds,267.84,58,Wednesday,15,4.2,0.48,278.77
2024-06-16,P1,Wireless Earbuds,267.56,67,Sunday,15,4.73,0.88,277.57
2024-08-08,P1,Wireless Earbuds,261.1,50,Thursday,20,3.53,-0.06,251.34
2023-05-18,P1,Wireless Earbuds,297.6,5,Thursday,10,4.3,0.55,291.86
2024-01-13,P1,Wireless Earbuds,278.2,41,Saturday,15,4.18,0.41,293.94
2024-04-09,P1,Wireless Earbuds,295.55,5,Tuesday,15,3.53,0.07,273.08
2023-05-14,P1,Wireless Earbuds,259.98,89,Sunday,20,3.83,0.25,274.32
2023-01-12,P1,Wireless Earbuds,302.7,21,Thursday,10,4.82,0.91,305.61
2024-12-29,P1,Wireless Earbuds,261.66,99,Sunday,20,3.6,0.01,249.84
2024-09-01,P1,Wireless Earbuds,313.88,5,Sunday,5,4.21,0.39,328.73
2024-06-23,P1,Wireless Earbuds,322.05,5,Sunday,0,4.43,0.7,335.59
2023-01-25,P1,Wireless Earbuds,308.81,5,Wednesday,5,4.97,0.99,295.39
2024-11-17,P1,Wireless Earbuds,276.39,86,Sunday,15,4.31,0.45,289.89
2024-11-16,P1,Wireless Earbuds,320.06,5,Saturday,5,4.25,0.44,345.9
2024-02-26,P1,Wireless Earbuds,305.65,5,Monday,10,4.92,1.04,296.9
2024-01-25,P1,Wireless Earbuds,315.77,5,Thursday,5,4.19,0.47,296.58
2024-05-07,P1,Wireless Earbuds,303.05,22,Tuesday,10,4.99,1.0,281.26
2024-10-29,P1,Wireless Earbuds,295.09,27,Tuesday,15,4.93,1.05,276.9
2024-08-23,P1,Wireless Earbuds,317.17,5,Friday,5,4.43,0.72,291.55
2023-09-17,P1,Wireless Earbuds,290.05,69,Sunday,15,4.92,1.04,314.52
2023-09-04,P1,Wireless Earbuds,275.35,43,Monday,20,3.96,0.26,291.74
2024-03-02,P1,Wireless Earbuds,320.79,5,Saturday,0,4.66,0.77,324.69
2023-09-12,P1,Wireless Earbuds,284.2,5,Tuesday,10,3.77,0.18,302.68
2024-08-25,P1,Wireless Earbuds,257.1,186,Sunday,20,4.84,0.79,251.26
2023-11-23,P1,Wireless Earbuds,334.97,5,Thursday,0,3.55,-0.06,310.41
2023-12-25,P1,Wireless Earbuds,291.08,5,Monday,10,4.99,0.97,298.4
2023-04-24,P1,Wireless Earbuds,321.65,5,Monday,0,3.65,0.1,346.75
2024-12-15,P1,Wireless Earbuds,317.07,5,Sunday,0,3.76,0.25,289.23
2024-10-22,P1,Wireless Earbuds,292.6,36,Tuesday,10,3.72,0.13,312.98
2023-11-23,P1,Wireless Earbuds,326.14,5,Thursday,5,4.67,0.78,321.3
2023-08-09,P1,Wireless Earbuds,324.78,5,Wednesday,0,3.55,0.06,330.4
2024-04-19,P1,Wireless Earbuds,275.13,47,Friday,15,4.19,0.38,297.9
2024-06-19,P1,Wireless Earbuds,324.1,5,Wednesday,5,4.19,0.37,325.04
2024-09-19,P1,Wireless Earbuds,250.85,113,Thursday,20,4.65,0.67,228.52
2023-12-23,P1,Wireless Earbuds,345.1,5,Saturday,0,3.96,0.26,328.66
2024-05-29,P1,Wireless Earbuds,284.37,5,Wednesday,10,3.97,0.36,265.84
2023-12-09,P1,Wireless Earbuds,308.45,42,Saturday,5,4.57,0.78,297.97
2023-07-25,P1,Wireless Earbuds,327.03,5,Tuesday,0,4.71,0.9,351.15
2024-10-22,P1,Wireless Earbuds,327.33,5,Tuesday,0,4.63,0.66,322.19
2023-06-11,P1,Wireless Earbuds,323.97,5,Sunday,0,4.22,0.45,331.68
2024-09-26,P1,Wireless Earbuds,266.53,85,Thursday,20,4.56,0.64,283.37
2023-03-22,P1,Wireless Earbuds,329.37,5,Wednesday,0,3.77,0.1,308.91
2024-01-13,P1,Wireless Earbuds,275.57,91,Saturday,20,4.71,0.75,262.02
2023-05-21,P1,Wireless Earbuds,295.63,51,Sunday,15,4.55,0.75,317.02
2023-03-06,P1,Wireless Earbuds,327.32,5,Monday,0,4.68,0.83,307.1
2024-01-04,P1,Wireless Earbuds,306.28,5,Thursday,10,4.7,0.82,283.74
2023-06-17,P1,Wireless Earbuds,295.7,59,Saturday,10,4.22,0.41,284.23
2023-08-28,P1,Wireless Earbuds,311.39,6,Monday,10,4.82,0.94,294.99
2024-05-28,P1,Wireless Earbuds,297.86,7,Tuesday,10,3.97,0.4,272.11
2024-09-17,P1,Wireless Earbuds,301.65,5,Tuesday,10,3.74,0.1,286.5
2023-10-10,P1,Wireless Earbuds,284.91,52,Tuesday,15,4.6,0.71,274.95
2023-04-28,P1,Wireless Earbuds,293.49,5,Friday,10,4.0,0.37,268.53
2023-03-25,P1,Wireless Earbuds,306.37,12,Saturday,10,4.99,0.96,312.44
2024-12-14,P1,Wireless Earbuds,345.32,5,Saturday,0,4.28,0.45,319.37
2024-04-18,P1,Wireless Earbuds,278.95,10,Thursday,15,4.1,0.35,269.74
2023-04-08,P1,Wireless Earbuds,338.11,5,Saturday,0,4.32,0.59,345.95
2023-08-07,P1,Wireless Earbuds,277.49,29,Monday,20,4.15,0.47,251.59
2024-02-07,P1,Wireless Earbuds,269.03,73,Wednesday,15,4.46,0.68,272.23
2023-03-14,P1,Wireless Earbuds,336.07,5,Tuesday,0,4.29,0.48,341.08
2023-09-15,P1,Wireless Earbuds,254.95,54,Friday,20,4.17,0.47,231.97
2023-10-11,P1,Wireless Earbuds,316.37,5,Wednesday,0,3.88,0.24,321.34
2024-10-11,P1,Wireless Earbuds,288.04,50,Friday,15,4.61,0.68,295.08
2023-02-23,P1,Wireless Earbuds,302.14,18,Thursday,5,4.87,0.9,317.04
2023-09-28,P1,Wireless Earbuds,279.3,37,Thursday,15,3.51,0.03,292.71
2023-06-19,P1,Wireless Earbuds,320.78,5,Monday,5,3.8,0.27,296.26
2024-04-24,P1,Wireless Earbuds,266.68,65,Wednesday,15,3.82,0.17,251.58
2023-11-10,P1,Wireless Earbuds,336.09,5,Friday,0,4.93,1.02,310.96
2024-07-03,P1,Wireless Earbuds,297.62,5,Wednesday,10,4.68,0.77,284.62
2024-08-25,P1,Wireless Earbuds,305.94,5,Sunday,10,3.81,0.27,301.59
2023-10-22,P1,Wireless Earbuds,341.86,5,Sunday,0,4.79,0.77,366.78
2024-07-23,P1,Wireless Earbuds,301.95,5,Tuesday,10,4.25,0.51,321.97
2024-09-10,P1,Wireless Earbuds,273.24,35,Tuesday,20,4.25,0.56,268.41
2023-08-02,P1,Wireless Earbuds,263.81,64,Wednesday,20,3.82,0.17,235.51
2023-01-03,P1,Wireless Earbuds,311.62,5,Tuesday,5,3.67,0.12,337.06
2023-10-30,P1,Wireless Earbuds,279.66,53,Monday,15,3.51,0.09,298.01
2023-10-10,P1,Wireless Earbuds,315.43,5,Tuesday,5,4.03,0.42,306.84
2024-06-27,P1,Wireless Earbuds,259.53,103,Thursday,20,4.26,0.59,250.79
2023-04-07,P1,Wireless Earbuds,318.98,5,Friday,0,4.33,0.55,312.55
2024-03-01,P1,Wireless Earbuds,326.25,5,Friday,0,4.12,0.32,323.96
2024-04-01,P1,Wireless Earbuds,263.5,27,Monday,20,4.58,0.7,258.17
2023-09-04,P1,Wireless Earbuds,271.29,50,Monday,20,4.27,0.45,285.23
2023-10-16,P1,Wireless Earbuds,328.33,5,Monday,0,4.82,0.81,342.28
2024-11-04,P1,Wireless Earbuds,322.26,5,Monday,0,3.75,0.12,310.92
2023-05-07,P1,Wireless Earbuds,292.88,48,Sunday,10,4.36,0.67,307.85
2024-04-25,P1,Wireless Earbuds,303.18,5,Thursday,10,4.63,0.69,297.9
2023-12-20,P1,Wireless Earbuds,299.22,5,Wednesday,10,3.53,0.11,303.74
2023-11-13,P1,Wireless Earbuds,262.9,133,Monday,20,4.27,0.44,291.72
2023-11-01,P1,Wireless Earbuds,288.94,64,Wednesday,10,4.13,0.32,289.41
2024-09-20,P1,Wireless Earbuds,303.47,5,Friday,10,3.51,0.05,288.67
2024-09-23,P1,Wireless Earbuds,329.86,5,Monday,0,3.81,0.13,352.31
2024-02-17,P1,Wireless Earbuds,307.43,5,Saturday,10,4.23,0.39,301.71
2024-06-25,P1,Wireless Earbuds,340.01,5,Tuesday,0,3.81,0.12,364.12
2023-07-04,P1,Wireless Earbuds,291.71,54,Tuesday,15,4.97,0.97,294.44
2023-11-29,P1,Wireless Earbuds,279.4,77,Wednesday,20,4.91,0.85,263.29
2023-07-25,P1,Wireless Earbuds,304.01,5,Tuesday,10,4.05,0.28,296.48
2024-04-23,P1,Wireless Earbuds,310.69,13,Tuesday,10,4.75,0.9,303.45
2024-04-26,P1,Wireless Earbuds,252.83,63,Friday,20,4.37,0.57,225.75
2023-11-10,P1,Wireless Earbuds,265.36,90,Friday,20,4.52,0.73,256.37
2023-04-02,P1,Wireless Earbuds,326.31,5,Sunday,0,3.74,0.11,319.76
2024-07-29,P1,Wireless Earbuds,326.03,5,Monday,5,4.45,0.56,330.76
2023-02-23,P1,Wireless Earbuds,288.38,14,Thursday,10,4.79,0.94,294.36
2024-10-11,P1,Wireless Earbuds,288.64,5,Friday,15,4.38,0.51,292.12
2023-11-14,P1,Wireless Earbuds,324.06,5,Tuesday,0,3.9,0.35,335.61
2023-08-10,P1,Wireless Earbuds,259.46,74,Thursday,20,3.79,0.23,245.63
2024-08-08,P1,Wireless Earbuds,274.17,39,Thursday,20,4.64,0.7,290.85
2023-12-06,P1,Wireless Earbuds,320.33,5,Wednesday,5,4.15,0.34,312.43
2024-05-31,P1,Wireless Earbuds,267.44,51,Friday,15,3.98,0.4,277.45
2024-11-29,P1,Wireless Earbuds,262.82,92,Friday,20,3.64,0.14,272.82
2024-07-03,P1,Wireless Earbuds,312.78,5,Wednesday,10,4.62,0.81,302.38
2024-04-02,P1,Wireless Earbuds,312.74,5,Tuesday,10,3.56,0.02,297.23
2024-05-22,P1,Wireless Earbuds,256.68,85,Wednesday,20,4.65,0.79,227.55
2023-12-22,P1,Wireless Earbuds,282.97,10,Friday,10,4.12,0.4,309.28
2024-06-24,P1,Wireless Earbuds,296.08,5,Monday,10,4.08,0.34,308.53
2023-07-30,P1,Wireless Earbuds,310.69,5,Sunday,10,4.29,0.47,301.2
2024-04-12,P1,Wireless Earbuds,331.03,5,Friday,0,4.75,0.81,357.98
2024-11-24,P1,Wireless Earbuds,302.66,6,Sunday,5,4.45,0.54,328.16
2023-07-01,P1,Wireless Earbuds,316.0,5,Saturday,5,4.72,0.79,330.87
2024-09-07,P1,Wireless Earbuds,267.54,72,Saturday,15,4.18,0.54,272.32
2024-01-10,P1,Wireless Earbuds,303.8,5,Wednesday,10,4.7,0.89,324.09
2024-10-04,P1,Wireless Earbuds,280.92,43,Friday,15,3.73,0.17,275.04
2024-06-21,P1,Wireless Earbuds,300.6,5,Friday,10,3.58,-0.04,291.9
2023-10-23,P1,Wireless Earbuds,301.9,5,Monday,5,4.82,0.96,308.31
2023-02-14,P1,Wireless Earbuds,309.4,5,Tuesday,10,4.61,0.69,291.2
2024-05-25,P1,Wireless Earbuds,345.82,5,Saturday,0,4.85,0.92,317.62
2024-08-29,P1,Wireless Earbuds,251.6,82,Thursday,20,3.6,0.16,241.71
2023-03-05,P1,Wireless Earbuds,327.5,5,Sunday,5,4.08,0.3,302.61
2023-10-03,P1,Wireless Earbuds,307.42,5,Tuesday,5,3.75,0.1,283.48
2024-09-29,P1,Wireless Earbuds,344.94,5,Sunday,0,3.92,0.34,341.32
2024-07-21,P1,Wireless Earbuds,291.07,5,Sunday,15,4.03,0.31,283.0
2023-02-05,P1,Wireless Earbuds,254.83,131,Sunday,20,4.67,0.69,278.72
2023-07-09,P1,Wireless Earbuds,264.08,110,Sunday,20,3.96,0.27,280.91
2023-04-22,P1,Wireless Earbuds,280.9,19,Saturday,15,4.19,0.42,255.84
2023-03-30,P1,Wireless Earbuds,319.38,5,Thursday,5,4.79,0.82,336.0
2024-05-17,P1,Wireless Earbuds,279.41,74,Friday,20,4.06,0.31,302.78
2024-03-22,P1,Wireless Earbuds,280.76,22,Friday,15,4.04,0.43,301.06
2023-01-18,P1,Wireless Earbuds,278.75,55,Wednesday,15,4.85,0.98,279.58
2024-08-11,P1,Wireless Earbuds,331.29,5,Sunday,0,4.1,0.5,353.47
2023-03-13,P1,Wireless Earbuds,338.15,5,Monday,0,3.7,0.2,324.92
2024-10-04,P1,Wireless Earbuds,261.92,101,Friday,20,4.41,0.62,286.11
2023-09-04,P1,Wireless Earbuds,339.47,5,Monday,0,4.91,1.02,324.64
2023-12-15,P1,Wireless Earbuds,254.98,75,Friday,20,3.83,0.16,265.34
2024-08-18,P1,Wireless Earbuds,266.29,71,Sunday,15,4.69,0.82,288.53
2024-04-25,P1,Wireless Earbuds,326.44,5,Thursday,0,4.23,0.57,302.07
2023-04-19,P1,Wireless Earbuds,289.96,5,Wednesday,10,4.2,0.46,314.47
2023-01-02,P1,Wireless Earbuds,314.75,5,Monday,5,4.9,0.91,326.99
2023-08-26,P1,Wireless Earbuds,304.48,5,Saturday,5,3.81,0.17,276.31
2023-07-20,P1,Wireless Earbuds,281.56,5,Thursday,15,3.58,-0.04,281.64
2024-02-21,P1,Wireless Earbuds,329.05,5,Wednesday,0,3.74,0.07,349.4
2023-05-20,P1,Wireless Earbuds,339.11,5,Saturday,0,3.78,0.27,364.0
2023-09-25,P1,Wireless Earbuds,334.23,5,Monday,0,3.58,0.07,316.22
2024-05-20,P1,Wireless Earbuds,275.42,87,Monday,20,4.89,0.9,295.52
2024-09-05,P1,Wireless Earbuds,272.21,5,Thursday,20,3.63,0.04,268.07
2023-05-29,P1,Wireless Earbuds,291.63,5,Monday,10,4.46,0.66,264.12
2023-01-06,P1,Wireless Earbuds,288.58,5,Friday,10,4.43,0.64,276.32
2023-06-26,P1,Wireless Earbuds,293.01,5,Monday,10,4.52,0.69,290.34
2023-08-16,P1,Wireless Earbuds,295.97,5,Wednesday,15,4.01,0.26,284.69
2023-07-29,P1,Wireless Earbuds,343.97,5,Saturday,0,4.06,0.46,325.11
2024-05-06,P1,Wireless Earbuds,285.59,5,Monday,10,4.39,0.53,265.35
2024-08-01,P1,Wireless Earbuds,299.51,5,Thursday,5,4.86,0.93,273.12
2023-12-26,P1,Wireless Earbuds,304.68,5,Tuesday,5,3.67,0.2,292.33
2023-04-15,P1,Wireless Earbuds,257.21,147,Saturday,20,4.78,0.83,270.24
2023-05-20,P1,Wireless Earbuds,275.69,29,Saturday,15,3.91,0.21,287.15
2024-03-08,P1,Wireless Earbuds,269.87,21,Friday,15,4.3,0.49,283.96
2023-05-23,P1,Wireless Earbuds,308.36,5,Tuesday,5,4.15,0.37,314.12
2024-09-16,P1,Wireless Earbuds,293.13,5,Monday,10,4.49,0.74,307.11
2024-12-26,P1,Wireless Earbuds,295.14,46,Thursday,10,4.91,0.86,298.78
2023-08-25,P1,Wireless Earbuds,263.64,79,Friday,20,4.97,0.92,240.77
2024-08-07,P1,Wireless Earbuds,300.66,5,Wednesday,10,3.55,0.06,314.99
2024-08-24,P1,Wireless Earbuds,266.76,114,Saturday,20,4.91,1.0,254.54
2024-08-28,P1,Wireless Earbuds,316.86,5,Wednesday,0,3.86,0.17,333.78
2024-09-04,P1,Wireless Earbuds,323.49,5,Wednesday,0,4.04,0.42,328.15
2023-07-28,P1,Wireless Earbuds,293.34,5,Friday,10,4.71,0.77,285.09
2023-06-12,P1,Wireless Earbuds,267.02,22,Monday,20,4.67,0.74,282.73
2024-11-05,P1,Wireless Earbuds,269.83,77,Tuesday,15,4.53,0.69,295.85
2024-06-15,P1,Wireless Earbuds,302.51,5,Saturday,10,4.34,0.61,330.78
2023-01-13,P1,Wireless Earbuds,269.76,62,Friday,15,4.91,0.97,276.53
2024-09-03,P1,Wireless Earbuds,294.91,5,Tuesday,10,4.72,0.84,314.93
2023-05-25,P1,Wireless Earbuds,311.68,5,Thursday,10,4.63,0.76,308.33
2024-04-07,P1,Wireless Earbuds,282.96,67,Sunday,15,4.86,0.84,254.71
2023-10-11,P1,Wireless Earbuds,271.03,64,Wednesday,20,3.98,0.41,246.77
2024-08-05,P1,Wireless Earbuds,293.76,5,Monday,15,4.44,0.61,301.89
2024-04-02,P1,Wireless Earbuds,300.65,5,Tuesday,5,4.1,0.39,317.51
2023-12-16,P1,Wireless Earbuds,306.47,23,Saturday,5,4.65,0.77,282.93
2024-09-09,P1,Wireless Earbuds,306.84,5,Monday,5,3.91,0.35,309.69
2024-03-22,P1,Wireless Earbuds,307.67,5,Friday,10,4.55,0.66,320.44
2024-02-20,P1,Wireless Earbuds,311.22,8,Tuesday,10,4.67,0.74,305.23
2023-08-13,P1,Wireless Earbuds,302.97,5,Sunday,5,3.77,0.21,329.28
2023-06-24,P1,Wireless Earbuds,258.94,85,Saturday,20,4.13,0.35,261.73
2023-01-25,P1,Wireless Earbuds,326.3,5,Wednesday,5,4.09,0.31,301.35
2023-01-25,P1,Wireless Earbuds,300.89,5,Wednesday,10,3.85,0.14,280.67
2024-07-29,P1,Wireless Earbuds,327.15,5,Monday,5,3.58,-0.04,322.33
2023-08-29,P1,Wireless Earbuds,294.6,5,Tuesday,10,4.37,0.49,266.32
2023-10-31,P1,Wireless Earbuds,317.01,5,Tuesday,5,4.96,0.98,310.87
2023-10-10,P1,Wireless Earbuds,279.05,80,Tuesday,15,4.71,0.75,298.99
2023-03-31,P1,Wireless Earbuds,279.77,32,Friday,15,4.81,0.79,270.02
2024-02-04,P1,Wireless Earbuds,319.24,5,Sunday,5,4.64,0.8,341.48
2024-03-11,P1,Wireless Earbuds,289.3,5,Monday,10,3.94,0.38,271.82
2023-10-12,P1,Wireless Earbuds,288.29,41,Thursday,15,4.11,0.33,279.08
2023-01-30,P1,Wireless Earbuds,259.85,62,Monday,20,3.87,0.34,278.02
2024-06-17,P1,Wireless Earbuds,293.14,10,Monday,15,3.84,0.21,280.98
2024-03-16,P1,Wireless Earbuds,286.46,7,Saturday,15,4.1,0.33,305.92
2024-09-29,P1,Wireless Earbuds,293.63,5,Sunday,10,3.91,0.19,303.91
2024-03-16,P1,Wireless Earbuds,275.71,96,Saturday,20,4.2,0.49,263.07
2023-05-18,P1,Wireless Earbuds,317.92,5,Thursday,5,4.25,0.53,327.84
2023-03-29,P1,Wireless Earbuds,319.78,5,Wednesday,0,4.4,0.61,295.75
2024-08-29,P1,Wireless Earbuds,342.6,5,Thursday,0,3.94,0.24,372.12
2023-04-18,P1,Wireless Earbuds,286.59,27,Tuesday,10,4.51,0.74,315.34
2023-01-12,P1,Wireless Earbuds,303.11,5,Thursday,10,4.4,0.64,308.76
2024-11-08,P1,Wireless Earbuds,289.33,83,Friday,15,4.54,0.64,272.9
2023-12-27,P1,Wireless Earbuds,306.89,5,Wednesday,5,3.82,0.14,315.92
2023-12-02,P1,Wireless Earbuds,304.86,5,Saturday,5,4.12,0.34,310.51
2023-07-20,P1,Wireless Earbuds,301.81,5,Thursday,5,3.54,0.05,287.32
2024-02-12,P1,Wireless Earbuds,301.82,5,Monday,10,4.1,0.46,320.15
2024-09-04,P1,Wireless Earbuds,271.25,42,Wednesday,15,4.04,0.37,242.73
2023-05-30,P1,Wireless Earbuds,296.01,30,Tuesday,15,4.68,0.88,309.62
2024-03-15,P1,Wireless Earbuds,325.14,5,Friday,0,4.42,0.63,345.39
2024-02-04,P1,Wireless Earbuds,310.54,5,Sunday,10,3.69,0.12,300.09
2024-12-18,P1,Wireless Earbuds,275.98,45,Wednesday,15,4.33,0.53,285.88
2024-01-07,P1,Wireless Earbuds,291.78,5,Sunday,10,3.52,-0.02,315.25
2024-04-20,P1,Wireless Earbuds,287.26,64,Saturday,10,4.72,0.89,262.79
2024-08-29,P1,Wireless Earbuds,317.57,5,Thursday,5,3.86,0.16,310.9
2024-12-24,P1,Wireless Earbuds,269.17,114,Tuesday,15,4.98,0.98,249.78
2024-09-02,P1,Wireless Earbuds,283.75,14,Monday,15,3.99,0.29,302.5
2024-12-06,P1,Wireless Earbuds,275.51,105,Friday,20,4.54,0.67,281.05
2023-12-30,P1,Wireless Earbuds,283.45,107,Saturday,15,4.71,0.79,268.85
2023-04-12,P1,Wireless Earbuds,301.39,5,Wednesday,10,3.54,-0.02,282.59
2023-02-12,P1,Wireless Earbuds,289.6,5,Sunday,10,4.29,0.48,292.66
